Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Tag_clean
03/16/2019,"Credit reporting, credit repair services, or other personal consumer reports","Card issuer received confirmation of payment in full from credit collection agency. Card issuer representatives provided inaccurate/false information re update to provided to credit bureau. Account is paid. It is not "" in collections '' as reported by card issuer. 

The card issuer appears to send updates ( "" in collections ) to credit bureaus that have negatively impacted my credit file. The updates that reflect negative status are no longer accurate.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,194XX,,Consent provided,Web,03/16/2019,Closed with explanation,Yes,,3181958,Credit reporting
03/16/2019,"Credit reporting, credit repair services, or other personal consumer reports","the three credit reporting companies have violated my rights under the FRCA rule for investigating, communicating results and method of verification making them in violation of reporting information that according to the FCRA must be verifiable with the original creditor and any investigation name date and method of verification should be forwarded to myself for further investigation if necessary. I have requested this be looked into three times that last was on XX/XX/2019 and supporting documentation was also sent with the same results",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NC,282XX,Servicemember,Consent provided,Web,03/21/2019,Closed with explanation,Yes,,3182044,Credit reporting
03/16/2019,"Credit reporting, credit repair services, or other personal consumer reports","TRANSUNION REFUSES TO DELETE UNVERIFIED CREDIT INQUIRIES Hard Inquiries hard inquiries which have made a dent in my score. Here are the inquiries on my TransUnion report. 
XXXX Inquiry : XXXX. XXXX, XXXX Travel/Entertainment ( XXXX ) XXXX XXXX XXXX XXXX Inquiry : XXXX XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX XXXX Inquiry : XXXX XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX XXXXXXXX Inquiry : XXXX XXXX, XXXX Miscellaneous ( XXXX ) XXXX XXXX XXXX Inquiry : XXXX XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX Inquiry : XXXX XXXX, XXXX Travel/Entertainment ( XXXX ) XXXX XXXX XXXX  Inquiry : XXXX. XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX XXXX   Inquiry : XXXX. XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX XXXX   Inquiry : XXXX XXXX, XXXX Finance/Personal ( XXXX ) XXXX XXXX   Inquiry : XXXX XXXX, XXXX Travel/Entertainment ( XXXX ) XXXX XXXX   Inquiry : XXXX XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX   XXXX Inquiry : XXXX XXXX, XXXX Bank ( XXXX ) XXXX XXXX XXXX   Inquiry : XXXX XXXX, XXXX Bank ( XXXX ) XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,338XX,,Consent provided,Web,03/16/2019,Closed with explanation,Yes,,3181585,Credit reporting
03/16/2019,"Credit reporting, credit repair services, or other personal consumer reports","XXXX, XXXX, and Transunion are not taking my claims seriously. They are not providing any evidence of how they made their decision. If you ask them to show you how they verified the negative information on my file they will not have an acceptable answer. All I ask is that they conduct a fair investigation but they are not.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,895XX,,Consent provided,Web,03/16/2019,Closed with explanation,Yes,,3181575,Credit reporting
03/15/2019,Debt collection,"XX/XX/XXXX - called Rushmore Loan Management Services for pay off amount XX/XX/XXXX - Rushmore mailed letter with payoff amount of {$0.00} and recording fee of {$73.00} for total amount owed by XX/XX/XXXX. 
XX/XX/XXXX - letter received via mail ; made online payment via wire through XXXX XXXX for pay off amount at XXXX, CST, with tracking # given from XXXX XXXX , see *email* confirmation. 

Your money transfer 's complete. The money will be available in CASHIERING DEPARTMENT RUSHMORE LOAN MANAGEMENT 's bank account by XX/XX/XXXX. 
Need help? Chat online or call us toll free 24/7 at XXXX. 
Thanks for using XXXX XXXX. 
________________________________________ For a mobile transaction, this is your receipt. For all other transactions this is a summary of your online receipt. 
________________________________________ Your tracking number ( XXXX  ) is : XXXX Transaction Date : XX/XX/XXXX XXXX ET. 

Recd alert from XXXX XXXX of credit filing of delinquency ; contacted Rushmore. They said they never received payment ; I gave them all the information of the receipt of submitting. I've called numerous times and they kept saying they never received. Gave them the tracking # I had. 
There is no one else I can speak with ; there is no email address that can be used to communicate and deliver documentation. Either fax or regular mail. No attempt on their part to track receipt of said money using the information provided. 
rec 'd another statement dated XX/XX/XXXX indicating owing {$0.00}. Again I called and resubmitted the information regarding payment information ; they replied they had no way to track it, as they never received. Another notification of now the delinquency of over 60 days. 
XX/XX/XXXX - another call to Rushmore asking for assistance of tracking my payment and resolving the credit reporting. Still no assistance in helping. Therefore, I went to my bank and REWIRED ANOTHER PAYMENT. 
XX/XX/XXXX - XXXX CST resent ANOTHER wire transfer with an additional cost to me of {$25.00} -- Also, contacted XXXX XXXX on XX/XX/XXXX and they have record from XXXX , Rushmore Loan Management Services received funds XX/XX/XXXX. Trace # is XXXX. 

XX/XX/XXXX - again called Rushmore to give them information that I just wired ANOTHER PAYMENT and was told to call back on Friday, XX/XX/XXXX to verify they received. 
XX/XX/XXXX - called and they verified payment received and closed account. I asked about next step in resolving credit reporting and also let them know they now have received TWO payments from me. Gave them additional information again for THEIR bank with a tracking # XXXX. Their records indicate a follow up is needed by me next Wednesday, XX/XX/XXXX. 

Asked them to report to credit agencies their reporting that the account was not delinquent which affected my CREDIT SCORE greatly. They indicated they would send to consumer affairs department for investigation however it is still under investigation. They offer no customer service to assist in rectifying the situation other than the customer doing all the calling ; following up. I was told to call XX/XX/XXXX, or I can mail/fax communication and wait again for reply. There is no other communication other than the one customer service line and you are unable to speak with anyone else ; no supervisor or anyone other than the rep on the phone. 

This loan was first taken from XXXX XXXX XXXX  and the account was turned over in XX/XX/XXXX to Rushmore Loan. In six years paying the mortgage for a payoff amount of {$0.00} this company has ruined my credit and is making no attempts to assist in correcting the problem. 

As of today XX/XX/XXXX, Rushmore has now an additional {$73.00} due to the double payment in which they can not tell me how or when the payment will be reissued back to me. Again, no one to speak with at all to assist in resolving issue. 

I have made every attempt possible to rectify the situation with no assistance whatsoever from Rushmore other than being treated like an individual who is trying NOT to pay a {$0.00} debt when I clearly paid a {$15000.00} debt I owed timely. 

I am looking for restitution of my {$73.00} over payment ; in addition to clearing my credit report of false information.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,RUSHMORE LOAN MANAGEMENT SERVICES LLC,LA,700XX,,Consent provided,Web,03/21/2019,Closed with explanation,Yes,,3180696,Debt collection
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",XXXX has not updated my credit report that my account is payed in full,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,WA,,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180601,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","I contacted transunion and XXXX  about an account listed by XXXX XXXX XXXX. 
XXXX XXXX XXXX Potentially Negative XXXX XXXX XXXX XXXX Debt Buyer Responsibility Individual Balance {$1200.00} Account Name Account Number Account Type Balance Updated Recent Payment Monthly Payment Original Balance Highest Balance Terms On Record Until XX/XX/XXXX XX/XX/XXXX {$0.00} {$0.00} {$1200.00} {$0.00} 1 Months Date Opened XX/XX/XXXX Status Collection account Payment History {$1200.00} past due as of XX/XX/XXXX. XX/XX/XXXX XXXX XXXX XXXX This account has been reaged. I have disputed this reports 3 times. Each time they allow the collection agency to falsely report their accuracy. The account they claim to be collecting is so old it does not appear on my credit report. This is a fair indicator of an issue. The opening date of this account is listed as XX/XX/XXXX. If that were so the XXXX  would show on my credit report. I asked Transunion for the original date of delinquency and they told me that is did not matter. If the original account is so old it is no longer on my report than the collection account has to have been reaged. 

The same situation exists with The Bureuas THE BUREAUS # XXXX XXXX XXXX XXXX XXXX XXXX , IL XXXX ( XXXX ) XXXX XXXX Placed for collection : Responsibility : Account Type : Loan Type : XX/XX/XXXX Individual Account Open Account COLLECTION AGENCY/ATTORNEY Balance : Date Updated : Original Amount : Original Creditor : XXXX XXXX Past Due : >In Collection< Remarks : >PLACED FOR COLLECTION< Estimated month and year that this item will be removed : XX/XX/XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,750XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180773,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",XXXX and Transunion are reporting me as 30 days late on the XXXX/XXXX partial account number XXXX. This account reflects a {$0.00} balance and {$0.00} past due. This inaccurate reporting is harming my credit score. I have disputed this directly with the two bureaus but the error has not been corrected. It is impossible to be late on payments to an account that has a {$0.00} balance and {$0.00} past due amounts,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180895,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","XXXX, XXXX XXXX XXXX # XXXX DOB XX/XX/XXXX ADDRESS XXXX XXXX XXXX, XXXX, FL XXXX PLEASE UPDATE MY PHONE NUMBER TO MY FRAUD ALERT:XXXX Dear Sir or Madam : The sole purpose of this letter is to inform you I have been a victim of identity theft. I am further requesting that you block the following fraudulent information from my credit reports so that I can proceed accordingly with my file. Once more, I want to emphasize none of the information stated below relates to any transaction that I have made. 
XXXX XXXX XX/XX/XXXX XXXX/XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX  XX/XX/XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XX/XX/XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX The items listed are clearly fraudulent ; therefore, I am requesting that they are deleted /blocked by name of source. In addition, A CRA must block the fraudulent information and the victim must be identified within four business days after accepting his/her Identity Theft Report. When it accepts the Identity Theft Report, the CRA also must notify the furnishers of the fraudulent information that the victim has filed the Report, that the Report states that the information they furnished Resulted from identity theft, and that it is blocking the information that they furnished. FCRA 605B ( b ), 15 U.S.C. 1681c-2 ( b ) .III. A. Blocking Information in Credit Reports under Sections-605B and 623 ( a ) ( 6 ) Under section 605B of the Fair Credit Reporting Act ( FCRA ), both the credit reporting agencies ( CRAs ) and the creditors, debt collectors, and other companies that reported the identity theft-related information to the CRA ( furnishers ) are responsible for blocking fraudulent information from appearing in victims credit reports, blocking fraudulent information from appearing in victims credit reports Please let me know if you need any other information from me to block this information on my credit report. 
Sincerely, XXXX, XXXX XXXX XXXX  # XXXX DOB XX/XX/XXXX ADDRESS XXXX XXXX XXXX, XXXX, FL XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,334XX,,Consent provided,Web,03/15/2019,Closed with non-monetary relief,Yes,,3181474,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","I am trying to close on a home, and I checked my personal credit report on XX/XX/2019 and I noticed many unauthorized hard inquiries had been made.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"VANDERBILT MORTGAGE & FINANCE, INC",TX,773XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180428,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","Transunion, XXXX, and XXXX Dispute with all three agency they have proof XXXX XXXX reaging this account and provided them with statements and which they have on file and will not delete from report and continue to make me do a dispute. Transunion Dispute # XXXX XXXX Dispute # XXXX XXXX Dispute # XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,07836,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3181191,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","The following inquiries are a result of identity theft. They have not been authorized by myself of anyone with my permission. 
I have an ongoing extended fraud alert and have not been contacted by any of these creditors to verify my application. 

1. XXXX  XX/XX/XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, TX XXXX ( XXXX ) XXXX XXXX XXXX XXXX 2. XX/XX/XXXX XX/XX/XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX, DE XXXX ( XXXX ) XXXX XXXX XXXX XXXX 3. XX/XX/XXXX XX/XX/XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX, DE XXXX ( XXXX ) XXXX XXXX XXXX  5. XX/XX/XXXX XX/XX/XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX, DE XXXX ( XXXX ) XXXX XXXX XXXX BANK XX/XX/XXXX 6. XX/XX/XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, NV XXXX ( XXXX ) XXXX XXXX XXXX XXXX XX/XX/XXXX XX/XX/XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX, IA XXXX ( XXXX ) XXXX XXXX XXXX 7. XX/XX/XXXX XX/XX/XXXX All Banks - non specific XXXX XXXX XXXX XXXX, NM XXXX BYMAILONLY",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PR,009XX,Servicemember,Consent provided,Web,03/15/2019,Closed with non-monetary relief,Yes,,3180446,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian failure to remove XXXX XXXX from report : this is not a request for an validation or investigation on this account the ACVD { 15 U.S.C. 1681-2 { b } you received the automated out come to remove this account just like the other credit  reporting companies please so so now NOTE if any account is Modified or deleted a carbon copy is sent to each CRA please remove account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,78840,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180777,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",Transunion is incorrectly reporting me 120 days late on the XXXX partial account number XXXX. This account shows a {$0.00} balance and {$0.00} past due. This incorrect reporting is harming my credit score. It is impossible to be 120 days late on an account with a {$0.00} balance and {$0.00} past due.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,787XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180820,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","I am trying to close on a home, and I checked my personal credit report on XX/XX/2019 and I noticed many unauthorized hard inquiries had been made.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CORELOGIC INC,TX,773XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180389,Credit reporting
03/15/2019,Debt collection,"About mid-XXXX a door to door salesman came and offered bug-spraying services for out home. He said he would get us a great rate at {$10.00} for the first service and {$25.00} per service for the rest of the year. We agreed and got a charge for {$10.00} to start on XX/XX/2018. Then, a month later on XX/XX/2018 I got a charge for {$89.00}. Since this was well over the {$25.00} promised amount, I immediately disputed the amount above {$25.00} with my credit card company. That dispute was lost and I had to pay, so we refused further payments and services. Now we are getting a bill for {$200.00} which seems exorbitant to me, and very different from the product we purchased. We had 3 total services, so our total paid should have been {$10.00} + {$25.00} + {$25.00} for a total of {$60.00}. I'm not sure where the {$200.00} bill came from, as per our understanding we have paid over the agreed amount already for services received.",Company believes it acted appropriately as authorized by contract or law,TekCollect Inc.,UT,840XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3181466,Debt collection
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",Experian continues to report 2 bankruptcies on my credit file both are showing as a Chapter XXXX one filed in XXXX and discharged and then another filed XX/XX/XXXX. Please note the one filed is past the statue of limitations and should not be reporting now and the other is not correct. You can not file a chapter XXXX again for 8 years! There is no way XX/XX/XXXX is accurate! They do not seem to know that the guidelines are for bankruptcy or they would know is this a huge mistake!!!!,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,335XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180819,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",There are many mistakes appear in my report without my understanding.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,255XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180467,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports",XXXX  and Experian are reporting incorrectly a balance due on the XXXX - partial account number XXXX. These items were included in the Chapter XXXX BK. XXXX  is reporting this item correctly. This incorrect reporting is harming my credit score.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MO,631XX,,Consent provided,Web,03/15/2019,Closed with non-monetary relief,Yes,,3181196,Credit reporting
03/15/2019,"Credit reporting, credit repair services, or other personal consumer reports","Transunion are in violation of act s 611 5 b of the fcra I have 5 inquiries on my report that is not suppose to be there XXXX XXXX, XXXX/XXXX, XXXX/XXXX, XXXX, XXXX XXXX these are not suppose to be on my credit report as I only have a XXXX XXXX and I have no hard inquiries on my other credit reports from credit bureaus but my XXXX XXXX transunion customer service would not help and take care of the negative inquiries reporting to my credit report.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,332XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180503,Credit reporting
03/15/2019,Debt collection,"XXXX XXXX claimed that I owed them {$180.00} due to clerical errors on their part, even though I paid them in full in XX/XX/XXXX. In XX/XX/XXXX, they erroneously gave me a {$80.00} refund on a XXXX XXXX. I called them to report this error, and they removed the balance from this card. A month later, I got another statement from XXXX claiming I owed them {$180.00} for XX/XX/XXXX, even though all statements after XX/XX/XXXX showed no balance. The attached statements tell the story of this {$180.00} charge mysteriously appearing in XX/XX/XXXX, after a mystery {$80.00} credit was issued in XX/XX/XXXX. Note that I closed my account in XX/XX/XXXX. 

My account was sent to collections with Credit Protection Association, where I was continually harassed via phone calls. I got sick of the harassment, so I paid the {$180.00} just so they would stop. However, I was not aware that a fraudulent entry would stay on my credit reports. 

During this entire time, I spent countless hours talking with CPA & XXXX, explaining what was going on, and disputing this amount owed. Neither company attempted to investigate this error.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Credit Protection Association, L.P.",NY,132XX,,Consent provided,Web,03/15/2019,Closed with explanation,Yes,,3180709,Debt collection
